name,city,state,state_code,postal_code,category,type,subtypes,business_status,phone,website,address,has_address,has_phone,has_website,open_24_hours,emergency_evidence,classification,reason,duplicate_of,source_record_id
Action Plumbing Heating Air & Electric,Mesa,Arizona,AZ,85206,Plumber,Plumber,"Plumber, Contractor, Drainage service, Electrician, Septic system service",OPERATIONAL,+19282753725,https://actionplumbing.net/location/mesa-az/%3Floc%3Daz_1,"3707 E Southern Ave #6622, Mesa, AZ 85206",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJMZixHKGvK4cRC5_ZwUHGPOE
"Air Care Cooling, Heating and Plumbing",Mesa,Arizona,AZ,85202,Air conditioning repair service,Air conditioning repair service,"Air conditioning repair service, Air conditioning contractor, Air conditioning system supplier, Air duct cleaning service, Furnace repair service, Heating contractor, HVAC contractor, Plumber",OPERATIONAL,+14802382273,https://aircareaz.com/%3Futm_source%3Dlocal%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"1815 W 1st Ave #137, Mesa, AZ 85202",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ37WfsHepK4cRdaoGyVhqGXw
All Season Plumbing And Air,Mesa,Arizona,AZ,85201,HVAC contractor,HVAC contractor,HVAC contractor,OPERATIONAL,+16233432503,https://allseasonsplumbingandair.com/mesa,"244 N Country Club Dr #201, Mesa, AZ 85201",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJX8qZeZenK4cRMmTXqBsNxGY
"Always Plumbing, LLC",Mesa,Arizona,AZ,85213,Plumber,Plumber,Plumber,OPERATIONAL,+14806580066,https://alwaysplumbingaz.com,"2267 E Caballero Cir, Mesa, AZ 85213",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJWQVUyv1PxyIRmGe6d6ogUNg
AZ Home Services Group AC Repair & Plumbing Services of Mesa,Mesa,Arizona,AZ,85206,Air conditioning contractor,Air conditioning contractor,"Air conditioning contractor, Air conditioning repair service, Air duct cleaning service, HVAC contractor, Plumber",OPERATIONAL,+16027309081,https://azhomeservices.group/service-areas/mesa-arizona-air-conditioner-plumbing-services,"3707 E Southern Ave, Mesa, AZ 85206",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJK1GV4lmvK4cRiLYjp73n8qs
Cactus Plumbing And Air,Mesa,Arizona,AZ,85201,Plumber,Plumber,"Plumber, Air conditioning contractor",OPERATIONAL,+14807507647,https://cactusplumbingandair.com/mesa-plumber-and-ac-repair/%3Futm_source%3Dgmb%26utm_medium%3Dmesa,"244 N Country Club Dr #207, Mesa, AZ 85201",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJyeE8X7unK4cRhXikESeowGE
Camcor Plumbing & Water Treatment,Mesa,Arizona,AZ,85204,Plumber,Plumber,"Plumber, Drinking water fountain, Hot water system supplier, Repair service, Water filter supplier, Water purification company, Water softening equipment supplier, Water testing service, Water treatment supplier",OPERATIONAL,+14808088033,https://camcorplumbing.com/%3Futm_source%3Dgoogle%2Bbusiness%2Bprofile%26utm_medium%3Dorganic%26utm_campaign%3Dwebsite%2Bclick,"557 E Juanita Ave #4, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJm0EyWUKpK4cRwAQ5eUVWwCA
Compton Plumbing Services,Mesa,Arizona,AZ,85215,Plumber,Plumber,"Plumber, Appliance repair service, Bathroom remodeler, Kitchen remodeler, Water softening equipment supplier",OPERATIONAL,+14809263931,,"2902 N Norfolk, Mesa, AZ 85215",true,true,false,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJjUfthDakK4cRpILX1ofUR48
Drip Plumbing,Mesa,Arizona,AZ,85204,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+14806796292,https://dripplumbingaz.com/%3Futm_campaign%3Dgmb%26utm_medium%3Dorganic%26utm_source%3Dgoogle%26utm_term%3Dmesa-website,"952 E Baseline Rd Ste 123, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJmeHgujDq6GER-CoNB3jVsw4
Dugan Plumbing,Mesa,Arizona,AZ,85213,Plumber,Plumber,Plumber,OPERATIONAL,+14809615003,,"2032 N Los Alamos, Mesa, AZ 85213",true,true,false,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJD1wLfvynK4cRHeS_LeW7ezQ
Fast Layne Plumbing & Drains,Mesa,Arizona,AZ,85209,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+14805040825,https://flplumbingaz.com,"7205 E Southern Ave #122, Mesa, AZ 85209",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJObLGC1evK4cRh6Oi0jQ8DxY
Flo Pro Plumbing & Drain,Mesa,Arizona,AZ,85204,Plumber,Plumber,"Plumber, Drainage service, Hot water system supplier, Water filter supplier, Water softening equipment supplier",OPERATIONAL,+14809332422,https://www.floproplumbingaz.com/mesa-plumbing-services/mesa/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3DMesagbp,"1910 S Stapley Dr, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJvwu4-jD-oagRZJI1M4GEU30
"Go Direct Plumbing, Sewer and Water",Mesa,Arizona,AZ,85202,Plumber,Plumber,"Plumber, Air conditioning repair service, Drainage service, Furnace repair service, HVAC contractor",OPERATIONAL,+13032880039,https://godirectplumbing.com,"1826 W Broadway Rd #22, Mesa, AZ 85202",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJe0oDr0UJK4cR3W6hy2w49_E
Gold Canyon Plumbing,Mesa,Arizona,AZ,85207,Plumber,Plumber,Plumber,OPERATIONAL,+14804971110,https://www.goldcanyonplumbing.com,"413 N Merrill Rd, Mesa, AZ 85207",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJmSxf-ZaxK4cRqrolX8bgKWA
Hansen Family Plumbing & Air,Mesa,Arizona,AZ,85210,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning contractor, Plumber",OPERATIONAL,+16028054836,https://hansenfamilyplumbing.com/%3Futm_source%3Dgoogle_my_business,"535 W Iron Ave #104, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJbTe8jCkHK4cR70K7PKKg1u8
Honest Plumbing AZ LLC,Mesa,Arizona,AZ,85207,Plumber,Plumber,Plumber,OPERATIONAL,+14805939995,https://honestplumbingazllc.com,"7302 E Main St #2, Mesa, AZ 85207",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ-UlCoZUNlQURDlDgmik-u_Y
"Iconic Plumbing Services, LLC",Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, Drainage service, Gas installation service, Water softening equipment supplier, Water treatment supplier",OPERATIONAL,+14804425644,http://www.iconicplumbingservices.com,"663 W 2nd Ave #10, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJH6BGovqnK4cRILr0MFMhP20
J & H Plumbing LLC,Mesa,Arizona,AZ,85215,Plumber,Plumber,"Plumber, Bathroom remodeler, Drainage service, Kitchen remodeler, Mechanical contractor, Water purification company, Water softening equipment supplier",OPERATIONAL,+14808926564,https://jandhplumbing.com,"3015 N Norfolk, Mesa, AZ 85215",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ_w1PVjakK4cR-oa7ZAdDKQs
Kendall Plumbing & Rooter,Mesa,Arizona,AZ,85201,Plumber,Plumber,"Plumber, Contractor, Drainage service, Remodeler",OPERATIONAL,+14809691040,http://www.kendallplumbingandrooter.com,"123 N Centennial Way Ste 146, Mesa, AZ 85201",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJZ_O1nsOnK4cRwn4yMSCXVAk
Los Plumbers Rooter and Plumbing,Mesa,Arizona,AZ,85204,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+14806372051,https://www.losplumbersaz.com,"1910 S Stapley Dr #221, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJl1MXpVSd-Y4Rs4LfgO1YeLM
Master Rooter,Mesa,Arizona,AZ,85215,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+16026617781,http://masterrooter.co,"2915 N Norfolk, Mesa, AZ 85215",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJY-r2EtalK4cRqNq0iwHAc5E
Matrix Plumbing And Mechanical,Mesa,Arizona,AZ,85204,Mechanical contractor,Mechanical contractor,Mechanical contractor,OPERATIONAL,+14808320356,,"810- 842 E Juanita Ave, Mesa, AZ 85204",true,true,false,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJpXmP816oK4cROj8JDirBVnY
Mesa Plumbing Co,Mesa,Arizona,AZ,85204,Plumber,Plumber,Plumber,OPERATIONAL,+14804181225,https://www.mesaplumbingcompany.com,"441 E Broadway Rd, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJRYs8M-enK4cRZDxHnjLTLK8
Mr. Rooter Plumbing of Phoenix Arizona,Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, Septic system service",OPERATIONAL,+16027484821,https://www.mrrooter.com/phoenix,"133 S Country Club Dr, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJG-mfJvqnK4cRpErxsgXoa9Q
Mr. Sunshine Plumbing and Drain,Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, HVAC contractor",OPERATIONAL,+16027059918,https://www.mrsunshineaz.com,"216 W Southern Ave, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJDzqBZDhd0AYR-n4AVhHnPlE
NexLvl Services,Mesa,Arizona,AZ,85204,Plumber,Plumber,"Plumber, House cleaning service, HVAC contractor, Pool cleaning service, Septic system service",OPERATIONAL,+16024394771,http://nexlvlservices.com,"1841 S Horne, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJjz_ggikTK4cRqQMoptXIzb0
Now Plumbing,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14808022775,https://nowplumbing.net,"3050 S Country Club Dr, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJE_W5ThxsK4cROUb0oqh4nPc
"ON Services Mechanical, Electrical, Plumbing, & HVAC",Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14803266959,https://onservicesllc.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-website,"633 W 2nd Ave, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJmxOeltGnK4cRj982k6EJin8
OX Plumbing Services LLC,Mesa,Arizona,AZ,85209,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+16232947109,https://www.oxplumbing.com,"1734 S 80th St, Mesa, AZ 85209",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJuwTNrhEr0ygRBwsqR58BH-k
Patriotic Plumbing And Rooter,Mesa,Arizona,AZ,85202,Plumber,Plumber,"Plumber, Drainage service, Hot water system supplier, Water filter supplier, Water softening equipment supplier",OPERATIONAL,+14805308911,https://patrioticplumbingandrooter.com,"1826 W Broadway Rd #43, Mesa, AZ 85202",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJVTApYSYJK4cRr2c80PLnrTE
Phend Plumbing and Rooter LLC,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14803886093,https://phendplumbing.com,"120 S Mesa Dr, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJiz7Qrb2nK4cRz0sg4_4an2o
Pipeliners,Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+14804475345,http://pipelinersusa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_campaign%3DPipeliners-LocalSEO-GoogleBusinessProfileMarketing,"633 W 2nd Ave, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJg4x6crKnK4cRBA2OTefRC1s
PlumbSmart Plumbing Heating and Air,Mesa,Arizona,AZ,85213,Plumber,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Drainage service, Heating contractor, HVAC contractor",OPERATIONAL,+14806548865,https://itsjustplumbsmart.com,"3010 E Main St Bldg 1, Mesa, AZ 85213",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJCfzUUPWnK4cR9R9dusGzENA
"Plunge, a plumbing co. llc",Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14808780808,https://hireplunge.com,"555 W 2nd Ave B7, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJM_t8bEGnK4cRQPN1UACaRtA
Prestige Plumbing Company,Mesa,Arizona,AZ,85204,Plumber,Plumber,Plumber,OPERATIONAL,+14802150629,http://prestigeplumbingcompany.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,"1120 E Jarvis Ave, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJA1g65wunK4cRq2w13JWq6VY
Rad Plumbing,Mesa,Arizona,AZ,85206,Plumber,Plumber,"Plumber, Bathroom remodeler, Drainage service, Hot water system supplier, Kitchen remodeler, Septic system service, Water purification company, Water softening equipment supplier, Water treatment supplier",OPERATIONAL,+16028250745,https://radplumbingaz.com,"4140 E Baseline Rd Ste 101, Mesa, AZ 85206",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJtbA9iIR05KIRZYO55axY2EQ
Rainbow Plumbing LLC,Mesa,Arizona,AZ,85204,Plumber,Plumber,Plumber,OPERATIONAL,+14802464002,,"2356 E Garnet Ave, Mesa, AZ 85204",true,true,false,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJn8PPtyOpK4cRHuJHorIZVnA
Rainforest Plumbing & Air,Mesa,Arizona,AZ,85205,Plumber,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Drainage service, Heating contractor, Heating equipment supplier, HVAC contractor, Water works",OPERATIONAL,+14803594513,https://rainforestplumbingandair.com/air-conditioning/ac-repair-in-phoenix-az,"1837 N Rosemont, Mesa, AZ 85205",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJNdA9eQ4EK4cRzhrdXWWNweU
Red Mountain Plumbing Services LLC,Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, Drainage service, Hot water system supplier",OPERATIONAL,+14804508583,https://www.redmountainplumbingservices.com,"1905 S MacDonald # 8, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ6_3Z4hSpK4cRaj8qt3X8Oc4
Reidhead Plumbing & Air,Mesa,Arizona,AZ,85201,Plumber,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Hot water system supplier, Solar hot water system supplier, Water softening equipment supplier, Water testing service",OPERATIONAL,+14803067442,http://reidheadplumbing.com/%3Futm_campaign%3Dgmb,"1749 N Country Club Dr, Mesa, AZ 85201",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJd7uC_bGnK4cRJsImLh0jM_c
Roto-Rooter Plumbing & Water Cleanup,Mesa,Arizona,AZ,85209,Plumber,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",OPERATIONAL,+14804286334,https://www.rotorooter.com/mesaaz/%3Futm_source%3DGoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite,"7227 E Baseline Rd Ste 104 Office 101, Mesa, AZ 85209",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJU-jdGqoHK4cRhVI9nOnA-8Y
S3 Plumbing,Mesa,Arizona,AZ,85215,Plumber,Plumber,Plumber,OPERATIONAL,+14803323591,https://s3plumbingaz.com,"3321 N Reseda #65, Mesa, AZ 85215",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ58ygS5pzC6cRuAS0g9kQllQ
"Smith Plumbing, Heating and Cooling",Mesa,Arizona,AZ,85205,Plumber,Plumber,"Plumber, HVAC contractor",OPERATIONAL,+14808279111,https://www.smithservicesaz.com,"5135 E Ingram St #8, Mesa, AZ 85205",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJl5TLCgSpK4cRF3l4bjHNdmw
Stanley Brothers Plumbing & HVAC,Mesa,Arizona,AZ,85207,Plumber,Plumber,"Plumber, HVAC contractor",OPERATIONAL,+15205904333,https://stanleyhomehvac.best,"9110 E Main St, Mesa, AZ 85207",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJtf8OG4axK4cRbtvHCdZXR3M
Superstition Plumbing,Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, Drainage service, Gasfitter, Hot water system supplier, Plumbing supply store, Water filter supplier, Water pump supplier, Water softening equipment supplier, Water testing service, Water treatment supplier",OPERATIONAL,+14808333112,https://www.superstitionplumbing.com,"501 W 8th Ave #17, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJxbOVdkivK4cRJHzqHk8AirQ
TCH Plumbing LLC,Mesa,Arizona,AZ,85204,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air duct cleaning service, Dryer vent cleaning service, Electrical installation service, Electrician, Heating contractor, Plumber",OPERATIONAL,+16029103151,http://www.tchplumbing.com,"924 E Impala Ave, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJFwWhMpWvK4cRL-RrpcmJL2E
The Plumber,Mesa,Arizona,AZ,85205,Plumber,Plumber,"Plumber, Bathroom remodeler, Drainage service, Kitchen remodeler",OPERATIONAL,+14809235066,https://theplumberaz.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_campaign%3Dlocal,"1635 N Greenfield Rd Ste 106, Mesa, AZ 85205",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJr3fR9slTKocRGjCkuAxmsv8
Total Plumbing & Drain,Mesa,Arizona,AZ,85205,Plumber,Plumber,Plumber,OPERATIONAL,+14809153968,https://thetotalplumbing.com,"4835 E Indigo St Ste 102, Mesa, AZ 85205",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJQZc3ocOb-isRv1vgzcZRk7M
Valencia Plumbing,Mesa,Arizona,AZ,85203,Plumber,Plumber,Plumber,OPERATIONAL,+16024467268,,"1759 E 1st St, Mesa, AZ 85203",true,true,false,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJvfYfQCSmK4cRx8L5EHaEUVs
Water Heater Warehouse,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14806632255,https://waterheaterwarehouseaz.com,"1830 S Alma School Rd STE 116, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJmb3J2AOnK4cR6Qo54xCkv8k
"Water Heaters Only, Inc",Mesa,Arizona,AZ,85204,Plumber,Plumber,"Plumber, Hot water system supplier",OPERATIONAL,+14804541304,https://waterheatersonly.com/find-a-local-installer/phoenix-water-heater-repair/mesa-water-heater-services,"431 S Stapley Dr #19, Mesa, AZ 85204",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ40WWMpGpK4cRWj5IA2cbjD0
Weather Masters,Mesa,Arizona,AZ,85210,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning contractor, Heating contractor, Plumber",OPERATIONAL,+14808329659,https://www.weather-masters.com,"155 E Broadway Rd, Mesa, AZ 85210",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJ6ZcAWeGnK4cR9wcYKNWmmjk
Custom Plumbing of Arizona - Phoenix,Phoenix,Arizona,AZ,85024,Plumber,Plumber,"Plumber, Boiler supplier, Drainage service, Hot water system supplier, Water filter supplier, Water pump supplier, Water purification company, Water softening equipment supplier",OPERATIONAL,+16028662665,https://customplumbingaz.com,"2120 E Rose Garden Ln Ste F1, Phoenix, AZ 85024",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJFRKRVhFCK4cRxn6Ult7LGrg
Parker & Sons,Phoenix,Arizona,AZ,85040,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Electrician, Furnace repair service, Heating contractor, Plumber, Water softening equipment supplier",OPERATIONAL,+16024249619,https://www.parkerandsons.com/%3Futm_campaign%3Dgmb_pk-phx_home_cus-all_googlebusinessprofile%26utm_medium%3Dgmb%26utm_source%3Dgoogle,"3636 E Anne St A, Phoenix, AZ 85040",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJh9Zo0KoPK4cRzTwhKAxIE8s
Agape Plumbing Service,Chula Vista,California,CA,91910,Plumber,Plumber,"Plumber, Contractor, Drainage service, Gas installation service, Hot water system supplier, Water damage restoration service",OPERATIONAL,+16195136149,https://agapeplumbingservice.com,"194 G St, Chula Vista, CA 91910",true,true,true,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJEU9vuqHSwoAR7HimiJlfqrg
Alpha San Diego Services,Chula Vista,California,CA,91910,Plumber,Plumber,Plumber,OPERATIONAL,+18772806552,,"347 3rd Ave 2nd fl Ste 202F, Chula Vista, CA 91910",true,true,false,true,true,priority_24_7_review,operational plumbing candidate with emergency or 24/7 evidence,,ChIJeRxd320nF2wRiCboCLuyxgs
