name,city,state,state_code,postal_code,category,type,subtypes,business_status,phone,website,address,has_address,has_phone,has_website,open_24_hours,emergency_evidence,classification,reason,duplicate_of,source_record_id
J&L Plumbing and Air,Mesa,Arizona,AZ,85210,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning repair service, Plumber",OPERATIONAL,+14807207809,http://www.jlplumbingaz.com,"535 W Iron Ave, Mesa, AZ 85210",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ807OwxtbJ0YRzsAj4Kt0q4Q
Jet’n Drains Plumbing & Rooter,Mesa,Arizona,AZ,85205,Plumber,Plumber,Plumber,OPERATIONAL,+14804050738,https://jetndrainsmesa.com/%3Futm_campaign%3Dgmb,"5051 E Indigo St #101, Mesa, AZ 85205",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJwZeHuWelK4cR-0ZfqK5OKgA
Jimmy Joe's Plumbing,Mesa,Arizona,AZ,85207,Plumber,Plumber,Plumber,OPERATIONAL,+14807571273,https://www.jimmyjoesplumbing.com,"8156 E Ensenada St, Mesa, AZ 85207",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJFwoNioEHK4cRfjwmh1kJDvs
Manchester Plumbing Company,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14805906050,,"1107 S Center St, Mesa, AZ 85210",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJxxID8T2mK4cRO1ZIgsBatG8
MIke duncan plumbing LLC,Mesa,Arizona,AZ,85201,Plumber,Plumber,Plumber,OPERATIONAL,+14808279305,,"822 W 10th St, Mesa, AZ 85201",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJa1P_loWnK4cRWUHk5_QN4Kc
Mountain Vista Plumbing llc,Mesa,Arizona,AZ,85206,Plumber,Plumber,Plumber,OPERATIONAL,+14808479769,https://www.mountainvistaplumbing.com,"3707 E Southern Ave #1081, Mesa, AZ 85206",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJEXyjGxkImQwRNx_z_nyXj8o
Newtech Plumbing LLC,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14803263307,https://www.newtechplumbingsolutions.com,"320 E 10th Dr, Mesa, AZ 85210",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJy8lZr3GoK4cRZyXFaec8ZOw
Patriot AC & Plumbing,Mesa,Arizona,AZ,85203,Plumber,Plumber,Plumber,OPERATIONAL,+14803883100,http://www.patriotaz.com,"730 E Brown Rd, Mesa, AZ 85203",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ88xwf7GnK4cR1dxTGNlSZe8
Plumb Vine,Mesa,Arizona,AZ,85201,Plumber,Plumber,Plumber,OPERATIONAL,+14806080088,https://plumbingvine.com,"738 W 1st Pl, Mesa, AZ 85201",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJKyJs0lEarmcRogv2bAw9BDQ
Rooty's Plumbing Services LLC,Mesa,Arizona,AZ,85203,Plumber,Plumber,Plumber,OPERATIONAL,+14802858269,,"901 E Inca St, Mesa, AZ 85203",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJdai0KGLVAW8RrL4KrkZ7b0k
Rowley Plumbing Inc,Mesa,Arizona,AZ,85203,Plumber,Plumber,Plumber,OPERATIONAL,+14808345152,https://rowleyplumbinginc.com,"1801 N Horne, Mesa, AZ 85203",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJL7W09KqnK4cR6W4-O8Jxm7g
Simply Better Plumbing and Drain,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+14809932230,https://www.simplybetterplumbinganddrain.com,"535 W Iron Ave #105, Mesa, AZ 85210",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJbcILVoGnK4cRJkvMbrUwHro
Starrick Plumbing Inc.,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,+15205904900,,"1065 S Center St, Mesa, AZ 85210",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJYUfz-XKoK4cRv2odIL10kww
Step Up Plumbing LLC,Mesa,Arizona,AZ,85215,Plumber,Plumber,Plumber,OPERATIONAL,+14807033533,http://stepupplumbing.com,"5338 E Lindstrom Ln, Mesa, AZ 85215",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJMyHqAz4JK4cRXnbwpqEZHcg
Summit Plumbing Pros LLC,Mesa,Arizona,AZ,85210,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+14804708706,http://www.summitplumbingpros.com/%3Futm_campaign%3Dgmb,"950 W Birchwood Ave #12, Mesa, AZ 85210",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJow_HBOfNeawRcL5e1ebzxwY
Sweet Dreams Plumbing,Mesa,Arizona,AZ,85207,Plumber,Plumber,"Plumber, Drainage service, Water filter supplier, Water purification company, Water softening equipment supplier, Water testing service, Water treatment supplier",OPERATIONAL,+16024639751,https://sweetdreamsplumbing.com,"8009 E Cicero St, Mesa, AZ 85207",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJR1wNlAaxK4cRtYhEuT8kC28
The Cooling & Plumbing Co,Mesa,Arizona,AZ,85205,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Drainage service, Furnace repair service, Gasfitter, Heating contractor, Plumber",OPERATIONAL,+14808131155,https://azcpg.com,"5026 E Main St Unit 16, Mesa, AZ 85205",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ__-_RcKnK4cR7YaGyPxS6GY
THE PLUMBING DR.,Mesa,Arizona,AZ,85209,Plumber,Plumber,Plumber,OPERATIONAL,+14807359020,http://theplumbingdrllc.com,"9755 E Meseto Ave, Mesa, AZ 85209",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ0zq5F4KxK4cRste7wuyOwvg
Vic Val Plumbing Services LLC,Mesa,Arizona,AZ,85201,Plumber,Plumber,Plumber,OPERATIONAL,+14803478918,,"2060 N Center St #116, Mesa, AZ 85201",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJtTThjHmnK4cRJMh4K4XYVvE
Streamline Plumbing AZ,Queen Creek,Arizona,AZ,85142,Plumber,Plumber,"Plumber, Drainage service, Septic system service",OPERATIONAL,+14802385000,http://www.streamlineplumbingnow.com,"18610 E Rittenhouse Rd Ste A100, Queen Creek, AZ 85142",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJdfecVcapK4cRn8lTtJQQm_U
Simba Plumbing LLC,Scottsdale,Arizona,AZ,85260,Plumber,Plumber,"Plumber, Gas installation service",OPERATIONAL,+16029623537,https://www.simbaplumbing.co,"15863 N Greenway Hayden Loop Ste 117, Scottsdale, AZ 85260",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJd0h6_TtdK4cRaFuOPwQAi9s
Hec's Plumbing & Construction,Bonita,California,CA,91902,Plumber,Plumber,"Plumber, Bathroom remodeler, Kitchen remodeler",OPERATIONAL,+16199467378,,"1708 Horseshoe Ct, Bonita, CA 91902",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJsYZ29PFP2YARL2LHsigjC9o
Ace Rooter Plumbing and Drain Services,Chula Vista,California,CA,91910,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+16193927536,http://www.acerooterplumbing.com,"150 E St, Chula Vista, CA 91910",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJoR1XMwFO2YARKxXgoqg5Z08
Ameri-Mex Plumbing Incorporated,Chula Vista,California,CA,91911,Plumber,Plumber,"Plumber, Air conditioning contractor, Heating contractor",OPERATIONAL,+16194228996,https://amerimexpl.com,"1038 Woodlawn Ave, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJX-Y2N1NN2YAR11HoH-rYXcQ
Blue Planet Drains & Plumbing Inc.,Chula Vista,California,CA,91911,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+16198639593,http://www.plumbersinsandiego.com,"2252 Main St #12, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJLXnhsBVF2YARmJk_6CKekkE
BPI Plumbing,Chula Vista,California,CA,91911,Plumber,Plumber,Plumber,OPERATIONAL,+16194299066,http://www.bpiplumbing.com,"1021 Bay Blvd Ste s, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJJ1GfXZtF2YARgW5_OQPKob4
Direct Plumbers Chula Vista,Chula Vista,California,CA,91910,Plumber,Plumber,Plumber,OPERATIONAL,+16193256009,https://directplumberschulavista.com,"267 3rd Ave, Chula Vista, CA 91910",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJxcn7o-uUOYMR6AhScjcPrpE
Fix Plumbing & Drains,Chula Vista,California,CA,91911,Plumber,Plumber,Plumber,OPERATIONAL,+16194761974,http://www.fixplumbing.com,"180 Mace St Ste C-15, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAQBwPsBO2YARyiWtYArVsQA
"Fuller's Plumbing , Inc.",Chula Vista,California,CA,91911,Plumber,Plumber,"Plumber, Drainage service, Hot water system supplier, Plumbing supply store, Water filter supplier",OPERATIONAL,+16194270220,https://fullersplumbing.com,"1063 3rd Ave, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJN_6Ol3xO2YAR4ozS8ZUgClE
GGG Plumbing Co Inc,Chula Vista,California,CA,91910,Contractor,Contractor,Contractor,OPERATIONAL,+16196778275,http://gggplumbing.com,"311 F St #206, Chula Vista, CA 91910",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJbc0mkP1N2YARtNvcawl-uQI
Grainger Industrial Supply,Chula Vista,California,CA,91911,Tool store,Tool store,"Tool store, Abrasives supplier, Electric motor store, Electrical supply store, Hydraulic equipment supplier, Industrial equipment supplier, Janitorial equipment supplier, Material handling equipment supplier, Plumbing supply store, Safety equipment supplier",OPERATIONAL,+18004724643,https://www.grainger.com/branch/Chula-Vista-Branch-720,"1150 Bay Blvd, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJsdrltTJM2YARqwjIKY2CeSA
Home Services at The Home Depot,Chula Vista,California,CA,91910,General contractor,Plumber,"Plumber, Bathroom remodeler, Countertop contractor, Electrician, Flooring contractor, Garage door supplier, HVAC contractor, General contractor, Remodeler, Window installation service",OPERATIONAL,+18444762140,https://www.homedepot.com/l/Chula-Vista/CA/Chula-Vista/91910/658/services%3Femt%3DHSGoogleMaps,"725 Plaza Ct, Chula Vista, CA 91910",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJXw0Q1bRP2YARrqXKE7-no04
M & M - Chula Vista Plumbing,Chula Vista,California,CA,91911,Plumber,Plumber,"Plumber, Drainage service, HVAC contractor",OPERATIONAL,+16195170279,https://mandmplumbingpro.com,"237 Palm Ave, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJc4FJnJNO2YARXm6KSzqNP8Q
Primo Plumbing,Chula Vista,California,CA,91911,Plumber,Plumber,Plumber,OPERATIONAL,+16196916829,https://primo4plumbing.com,"528 Welton St, Chula Vista, CA 91911",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJw4TRVn9O2YAR0MwIo46oIJg
Just For You Plumbing and Heating,Imperial Beach,California,CA,91932,Plumber,Plumber,Plumber,OPERATIONAL,+16193740306,https://justforyouplumbers.com/imperial-beach-ca,"600 Palm Ave # 121, Imperial Beach, CA 91932",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ9yD3ClpN2YARyNByiEsrRNI
Jc Plumbing & Heating,National City,California,CA,91950,Plumber,Plumber,Plumber,OPERATIONAL,+16194775001,,"1508 Hoover Ave, National City, CA 91950",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAQBwO0FS2YARz--GEOMCW2I
"Ozzy's Plumbing & Drains Services, Inc.",National City,California,CA,91950,Plumber,Plumber,Plumber,OPERATIONAL,+16194703431,http://www.ozzysplumbingsdinc.com,"337 W 35th St Suite P, National City, CA 91950",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAzMwOplF2YARi-Ob-kwGhrg
Plumber & Toilet Unclogging Pros National City,National City,California,CA,91950,Plumber,Plumber,Plumber,OPERATIONAL,+16196162961,,"2605 Hoover Ave, National City, CA 91950",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ-12WsDZT2YAREC_BxHSXV6E
RG3 Plumbing,National City,California,CA,91950,Plumber,Plumber,Plumber,OPERATIONAL,+16197770828,https://rg3plumbing.com,"415 W 12th St, National City, CA 91950",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAQDk3D5S2YARCxi00M_DJ5Y
American Plumbing Co | Plumber in San Diego,San Diego,California,CA,92102,Plumber,Plumber,"Plumber, Bathroom remodeler, Contractor, Drainage service",OPERATIONAL,+16197231114,https://plumbersandiegoonline.com,"422 21st St, San Diego, CA 92102",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ_3iUbmZT2YARntaBbzEIKpU
"Exodus Plumbing, Inc",San Diego,California,CA,92117,Plumber,Plumber,"Plumber, Contractor",OPERATIONAL,+18583548185,https://www.exodusplumbing.com,"3553 Clairemont Mesa Blvd, San Diego, CA 92117",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJyd1JqH8B3IARiACaTDD9Ja4
Express Plumbing & Water Heaters,San Diego,California,CA,92103,Plumber,Plumber,Plumber,OPERATIONAL,+16199405407,http://expressplumbingwaterheaters.com/%3Futm_source%3DGoogle%26utm_medium%3Dlocal%26utm_campaign%3Dsearch,"3521 Georgia St, San Diego, CA 92103",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJHajIgehU2YAR9V8j_yBIen0
Frankie's Plumbing,San Diego,California,CA,92103,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+16193955254,https://www.frankiesplumbing.us,"1701 Washington Pl, San Diego, CA 92103",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJv4BiJEudeoIRaegZCjLXDks
Go Plumbing and More,San Diego,California,CA,92154,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+16198522507,http://goplumbingandmore.com,"790 Kostner Dr, San Diego, CA 92154",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJN9Dok85P2YARb9GsXlg-YGM
Prompt Plumbing San Diego,San Diego,California,CA,92108,Plumber,Plumber,Plumber,OPERATIONAL,+16193256016,https://promptplumbingsandiego.com,"2021 Camino Del Este, San Diego, CA 92108",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJsebLosqm7AkRedZ8K-ElV4I
United Plumbing and Water Heaters,San Diego,California,CA,92105,Plumber,Plumber,"Plumber, Boiler manufacturer, Boiler supplier, Contractor, Drainage service, Repair service, Sewage disposal service, Water treatment supplier, Water works",OPERATIONAL,+19168806111,https://plumbing-united.com/sandiego/%3Futm_source%3Dgmb%26utm_medium%3Dsandiego,"2003 Bayview Heights Dr Spc 40, San Diego, CA 92105",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJR73GoG_N2mAR51XdDkxTatk
"Expert Plumbers, Inc.",Vista,California,CA,92081,Plumber,Plumber,"Plumber, Contractor, Plumbing supply store",OPERATIONAL,+17602953756,http://www.expertplumber.net,"1386 Poinsettia Ave Suite F, Vista, CA 92081",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJF1m_z_B23IAR3w0bRGmpCl0
Coral Gables Plumbers,Coral Gables,Florida,FL,33133,Plumber,Plumber,Plumber,OPERATIONAL,+13056005510,http://www.coralgablesplumbers.com,"102 Edgewater Dr, Coral Gables, FL 33133",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJv4clHhnI2YgRkgSiO8hoxro
Leza's Plumbing CORP,Hialeah,Florida,FL,33010,Plumber,Plumber,Plumber,OPERATIONAL,+13057125392,http://www.lezaplumbing.com,"558 W 18th St, Hialeah, FL 33010",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ7XaIcGy62YgRWpyhFWSkG2w
Call A Plumber,Key Biscayne,Florida,FL,33149,Plumber,Plumber,Plumber,OPERATIONAL,+13053616066,,"800 Crandon Blvd #202, Key Biscayne, FL 33149",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ8fTKA23K2YgRdmAgHGh-qF8
Montam Construction and Plumbing,Miami Beach,Florida,FL,33139,Plumber,Plumber,"Plumber, Construction company",OPERATIONAL,+13054238186,https://montamplumbing.com,"1680 Michigan Ave Suite 700, Miami Beach, FL 33139",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ8YU7ZGXc-mwRAtjmnPe1y_Q
Jehveh Plumbing Company,Miami Gardens,Florida,FL,33014,Plumber,Plumber,Plumber,OPERATIONAL,+13057140343,http://www.jehvehplumbers.com,"15910 NW 48th Ave, Miami Gardens, FL 33014",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJxVwlovPD2YgRHivRHj7lTiE
Acer Plumbing - North Miami,Miami,Florida,FL,33179,Plumber,Plumber,Plumber,OPERATIONAL,+19542436644,http://acer-plumbing.com,"1851 NE 206th Terrace, Miami, FL 33179",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAQAAAISu2YgRt6NYoVPWvYA
AKO Plumbing Corp.,Miami,Florida,FL,33125,Plumber,Plumber,"Plumber, Contractor",OPERATIONAL,+13052698033,http://akoplumbing.com,"300 NW 22nd Ave, Miami, FL 33125",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJN3nZTHq32YgRH6FOP0y4vRI
"Ark Plumbing, LLC",Miami,Florida,FL,33179,Plumber,Plumber,Plumber,OPERATIONAL,+17542833571,http://arkplumb.com,"18361 NE 4th Ct, Miami, FL 33179",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJH-Gnk_Ct2YgR9q-4mJnIK-w
Backflow Bob,Miami,Florida,FL,33133,Plumber,Plumber,Plumber,OPERATIONAL,+13054471001,,"3029 SW 28th St, Miami, FL 33133",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJd-N_j7e32YgRksRCzHFodg8
Beyond Plumbing Corp,Miami,Florida,FL,33155,Plumber,Plumber,Plumber,OPERATIONAL,+13055042001,https://beyondplumbingcorp.com,"4669 SW 72nd Ave, Miami, FL 33155",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJLYp-Hny42YgROcgKcCelytQ
"Big Lou's Quality Plumbing, Inc",Miami,Florida,FL,33181,Contractor,Contractor,Contractor,OPERATIONAL,+13059059420,,"2225 NE 123rd St, Miami, FL 33181",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ__8P7Xmy2YgRbgjQhg_Cp2E
Dovis Plumbing,Miami,Florida,FL,33179,Plumber,Plumber,Plumber,OPERATIONAL,+19545046628,https://www.dovisplumbing.com,"20217 NE 15th Ct, Miami, FL 33179",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJu-OxbCms2YgRD8y03oqYRKU
