name,city,state,state_code,postal_code,category,type,subtypes,business_status,phone,website,address,has_address,has_phone,has_website,open_24_hours,emergency_evidence,classification,reason,duplicate_of,source_record_id
East Valley Disaster Service,Mesa,Arizona,AZ,85210,Building restoration service,Building restoration service,Building restoration service,OPERATIONAL,+14808334538,http://eastvalleydisaster.com,"257 W Broadway Rd, Mesa, AZ 85210",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJoZ-cquanK4cRUPw96JECWlo
Fenn Pipe & Supply Inc,Mesa,Arizona,AZ,85210,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store",OPERATIONAL,+14809699129,,"1108 S Lewis, Mesa, AZ 85210",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJP3WSRHKoK4cR0BfPmabQ0Ns
Kohler Hughes Fulfillment Center,Mesa,Arizona,AZ,85204,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+14804892974,,"634 E Baseline Rd #101, Mesa, AZ 85204",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJ2WsfkTmpK4cRFXUAVxZPHkM
M&M ELECTRONICS. Major Appliance Repair,Mesa,Arizona,AZ,85201,Appliance repair service,Appliance repair service,"Appliance repair service, Appliance parts supplier, Appliance rental service, Appliance store, Microwave oven repair service, Refrigerator repair service, Small appliance repair service, Used appliance store, Washer & dryer repair service",OPERATIONAL,+16028107149,http://www.mmelectronicsaz.com,"1346 W University Dr, Mesa, AZ 85201",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJWyh4HCkJK4cRWXBpS3evW9M
"Manny's Air, LLC.",Mesa,Arizona,AZ,85210,Air conditioning contractor,Air conditioning contractor,"Air conditioning contractor, Air duct cleaning service, Heating contractor, HVAC contractor",OPERATIONAL,+16024342002,http://www.mannysair.com,"39 S Country Club Dr, Mesa, AZ 85210",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJoVZOSO-nK4cRfGrAmLzwg4s
Mountain Fresh Water Systems,Mesa,Arizona,AZ,85210,Water softening equipment supplier,Water softening equipment supplier,Water softening equipment supplier,OPERATIONAL,+14808998889,http://mfwater.com,"1905 S MacDonald #7, Mesa, AZ 85210",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJg9VjUNRUKocR1Tvcsv_aPds
North Valley Mechanical HVAC,Mesa,Arizona,AZ,85201,HVAC contractor,HVAC contractor,HVAC contractor,OPERATIONAL,+16236247820,https://bestphoenixplumberrepair.com/downtown-mesa-plumbing-draining-water-heater-repair,"114 W Main St Ste B19, Mesa, AZ 85201",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJaxJbIo1ckFQRJ0bdlg1eeBc
Pinpoint Pool Leak Detection In Phoenix,Mesa,Arizona,AZ,85210,Swimming pool repair service,Swimming pool repair service,Swimming pool repair service,OPERATIONAL,+16027770771,https://www.pinpointleakaz.com,"439 S Lebaron, Mesa, AZ 85210",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJgV5nktupK4cR4aTrDQLt9go
Reece Plumbing,Mesa,Arizona,AZ,85215,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Bathroom supply store, Pipe supplier, Pump supplier, Water pump supplier",OPERATIONAL,+14802653636,https://www.reece.com/plumbing,"5710 E McDowell Rd #101, Mesa, AZ 85215",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJAQBA0aKlK4cRcGQkrvegoRM
Saturday Savers Handyman Services,Mesa,Arizona,AZ,85203,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,OPERATIONAL,+14807258099,https://saturdaysavers.com,"1555 E University Dr #2, Mesa, AZ 85203",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ5TDzcfinK4cREN6eLzaczoM
Shamrock Plumbing Services LLC,Mesa,Arizona,AZ,85210,Plumber,Plumber,Plumber,OPERATIONAL,,,"555 W Pampa Ave, Mesa, AZ 85210",true,false,false,false,false,excluded,missing phone,,ChIJ__-P0YYHK4cR59eoP04vGcw
The Plumbers Crack,Mesa,Arizona,AZ,85210,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+14805975530,http://www.theplumberscrack.net,"50 W Hoover Ave Bldg A, Mesa, AZ 85210",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJa0lXCqSpK4cRBy7nFusHfi0
"Trilogy Pools Service & Repair, LLC",Mesa,Arizona,AZ,85204,attractions,Pool cleaning service,"Pool cleaning service, Construction company, Outdoor swimming pool, Public swimming pool, Remodeler, Swimming pool contractor, Swimming pool repair service",OPERATIONAL,+14804308129,http://trilogypoolsaz.com,"1039 E Broadway Rd, Mesa, AZ 85204",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJLeB1iVaoK4cRkzBD4Dm3SIQ
Van Marcke Plumbing Supply,Mesa,Arizona,AZ,85210,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+14808331226,https://vanmarckeplumbingsupply.com,"1440 S Country Club Dr #26, Mesa, AZ 85210",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ2TKjqBGoK4cRh7EcDPfr84g
Bayside Plumbing Experts,Chula Vista,California,CA,91911,Plumber,Plumber,Plumber,OPERATIONAL,,,"1417 Broadway, Chula Vista, CA 91911",true,false,false,false,false,excluded,missing phone,,ChIJxewXsNBN2YARIvFfrKkmMvE
Bob the Plumber of Chula Vista,Chula Vista,California,CA,91911,Plumber,Plumber,"Plumber, Drainage service, Water damage restoration service",OPERATIONAL,,https://www.bobtheplumbersd.com,"2540 Main St E, Chula Vista, CA 91911",true,false,true,false,false,excluded,missing phone,,ChIJb0EhlbPGy2gR3WZCIxb1AuY
Chula Vista Sprinkler Repair,Chula Vista,California,CA,91910,Lawn sprinkler system contractor,Lawn sprinkler system contractor,Lawn sprinkler system contractor,OPERATIONAL,+16199569521,http://www.chulavista-sprinklerrepair.com,"155 Glover Ave, Chula Vista, CA 91910",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJV3Dfz_5N2YARDVum9BGmD04
Chuys Appliance Repair,Chula Vista,California,CA,91910,Appliance repair service,Appliance repair service,Appliance repair service,OPERATIONAL,+16197730925,http://america-appliance-services.com/Chula-Vista,"1044 Sage View, Chula Vista, CA 91910",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ__9P2K5P2YARu3om_heltUU
Gloria Construction Inc,Chula Vista,California,CA,91910,Construction company,Construction company,"Construction company, Painting, Remodeler, Window installation service",OPERATIONAL,+16197770188,http://www.gloriaconstructioninc.com,"240 Woodlawn Ave #5, Chula Vista, CA 91910",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ0U7aDdlN2YARcRg81SZBtaA
Grelaz Complete Auto Repair,Chula Vista,California,CA,91910,Auto repair shop,Auto repair shop,Auto repair shop,OPERATIONAL,+16198277477,,"107 Broadway suite a, Chula Vista, CA 91910",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJNSdkq_dN2YARQLCPGT3cd0k
Hirsch Pipe & Supply,Chula Vista,California,CA,91911,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Bathroom supply store, Hardware store, Hot water system supplier, Pipe supplier",OPERATIONAL,+16195981874,https://www.hirsch.com,"1564 Jayken Way, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJi_V06qJN2YARBaiiyAZ-FW8
Honey Do Done,Chula Vista,California,CA,91910,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,OPERATIONAL,+16199008411,,"53 Center St, Chula Vista, CA 91910",true,true,false,true,true,excluded,not a plumbing service candidate,,ChIJny3GLBw8HUkRyPZnlduu2t8
Manlis Construction,Chula Vista,California,CA,91911,Contractor,Contractor,Contractor,OPERATIONAL,+16197880800,https://www.manlisconstruction.com,"1628 Walnut Dr, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJTWMS2B5P2YARlbQTJwGrhDg
PROPER HVAC INC,Chula Vista,California,CA,91911,HVAC contractor,HVAC contractor,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Furnace repair service, Heating contractor",OPERATIONAL,+16197752742,http://properhvacsd.com,"839 1st Ave, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJb3fmYuxO2YAREC5gx6ovDCo
Reece Plumbing,Chula Vista,California,CA,91910,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Bathroom supply store, Pipe supplier",OPERATIONAL,+16194264493,https://www.reece.com/plumbing,"117 Press Ln, Chula Vista, CA 91910",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJsS7AlgNS2YARHxHfOVEwLW0
"Repair Pros Contractor Services, Inc.",Chula Vista,California,CA,91911,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,"Handyman/Handywoman/Handyperson, Construction company, Property maintenance, Serviced apartment",OPERATIONAL,+18889017767,,"2240 Main St Suite 25, Chula Vista, CA 91911",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJO38sgKhN2YAR5io-PfhSdBI
San Diego Pump,Chula Vista,California,CA,91911,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+16194740843,https://sandiegopump.com,"675 Marsat Ct, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJDc0SKm1S2YARybYw6X_Yv-s
Sears Heating and Air Conditioning,Chula Vista,California,CA,91910,Air conditioning contractor,Air conditioning contractor,"Air conditioning contractor, Furnace repair service, HVAC contractor, Roofing contractor, Siding contractor, Window installation service",OPERATIONAL,,,"565 Broadway, Chula Vista, CA 91910",true,false,false,false,false,excluded,not a plumbing service candidate,,ChIJMaaT4eBN2YARnJYSy4G6-6M
Septic Services in Chula Vista,Chula Vista,California,CA,91911,Contractor,Contractor,Contractor,OPERATIONAL,+16195865757,https://www.septicservicechulavista.com/contact,"651 Palomar St, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJL-bArytM2YARq2eGYTG8fLE
Standard Plumbing Supply,Chula Vista,California,CA,91911,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store, Irrigation equipment supplier, Lawn irrigation equipment supplier",OPERATIONAL,+16197548803,https://www.standardplumbing.com/locations/CV,"2865 Main St, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJIbzXYZlO2YARMtwuoNWR9w0
Standard Plumbing Supply,Chula Vista,California,CA,91911,Hardware store,Plumbing supply store,"Plumbing supply store, Do-it-yourself shop, Home improvement store, Key duplication service, Paint store, Hardware store, Tool rental service, Tool repair shop, Tool store",OPERATIONAL,+16197548803,https://truevalue.com/%3Ftvstore%3D20067%26utm_source%3Dgbp%26utm_medium%3Dorganic,"2865 Main St, Chula Vista, CA 91911",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJa19n35tO2YAR7rO2JpJ2nuM
Strictly Plumbers,Chula Vista,California,CA,91910,Marketing agency,Marketing agency,"Marketing agency, Advertising agency, Internet marketing service, Website designer",OPERATIONAL,+18584120813,https://www.strictlyplumbers.com,"779 3rd Ave Ste G, Chula Vista, CA 91910",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJN1ufIxdO2YARF3MBEDIETnI
"Valley Industrial Specialties, Inc.",Chula Vista,California,CA,91910,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Tool store",OPERATIONAL,+16194204300,,"110 N Glover Ave, Chula Vista, CA 91910",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJ_yqqQARS2YAR3y8mjg8PSCs
Xpress Restoration Inc. : Fire & Water Damage Restoration,Chula Vista,California,CA,91911,Water damage restoration service,Water damage restoration service,"Water damage restoration service, Bathroom remodeler, Building restoration service, Carpet cleaning service, Fire damage restoration service, Kitchen remodeler",OPERATIONAL,+16196332841,https://xpress-restoration.com/%3Futm_campaign%3Dgmb,"1547 Jayken Way Ste b, Chula Vista, CA 91911",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJ6xRACSZM2YARb0tmCjdlTZ8
Chihuahua Plumbing,National City,California,CA,91950,Plumber,Plumber,Plumber,OPERATIONAL,,,"3222 Orange St, National City, CA 91950",true,false,false,true,true,excluded,missing phone,,ChIJcQRA4_lR2YARfbVWitcsGhA
Santana Plumbing,National City,California,CA,91950,Plumber,Plumber,Plumber,OPERATIONAL,,,"1207 E 8th St, National City, CA 91950",true,false,false,false,false,excluded,missing phone,,ChIJ8RQjDchT2YAR0KfKdblE47I
Colmar Construction Corp,Coral Gables,Florida,FL,33133,General contractor,General contractor,General contractor,OPERATIONAL,+17866868639,https://colmar-construction.com,"237 S Dixie Hwy, Coral Gables, FL 33133",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJfz2QMZ232YgR3o88su8_liU
Florida Plumbing,Doral,Florida,FL,33122,Bathroom supply store,Bathroom supply store,"Bathroom supply store, Appliance store, Cabinet store, Hardware store, Kitchen furniture store, Plumbing supply store",OPERATIONAL,+13055919300,https://www.flplumbing.com,"3395 NW 79th Ave, Doral, FL 33122",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJj9nFFnm52YgRpgZ0U2b-g0M
American Plumbing & Electrical Supply,Miami Beach,Florida,FL,33139,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store",OPERATIONAL,+13055323447,http://www.americanplumbingelectrical.com,"1735 Alton Rd, Miami Beach, FL 33139",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJX87JFYe02YgRNFJEPsN65mE
JMK Contractor,Miami Beach,Florida,FL,33139,General contractor,General contractor,General contractor,OPERATIONAL,+13058904953,https://jmkcontractor.com,"605 Lincoln Rd Ste 250, Miami Beach, FL 33139",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJNZVdN7i12YgRH5tdgthzpBg
Miami Winsupply Plumbing Company,Miami Lakes,Florida,FL,33014,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+13057496207,http://www.miamiwinsupply.com,"5300 NW 165th St, Miami Lakes, FL 33014",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJxQ5Ut1yl2YgRJkQBkhUQsRs
Plumbers 519 Joint Apprentice & Educational Committee,Miami Lakes,Florida,FL,33014,Training center,Training center,Training center,OPERATIONAL,+13058229411,http://www.plumbers519.com,"14105 NW 58th Ct, Miami Lakes, FL 33014",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJsRll6e672YgRXO-1yaGc4x4
Acosta Plumbing Service,Miami,Florida,FL,33166,Plumber,Plumber,"Plumber, Heating contractor, Water softening equipment supplier",OPERATIONAL,,http://acostaplumbing.com,"7030 NW 46th St, Miami, FL 33166",true,false,true,false,false,excluded,missing phone,,ChIJxc-wCXHB2YgRH7Wo5IqUB-A
Bond Plumbing Supply - Miami,Miami,Florida,FL,33142,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Exporter, Hardware store, Irrigation equipment supplier, Kitchen supply store",OPERATIONAL,+13056340656,https://www.bondsupply.com,"1250 NW 23rd St, Miami, FL 33142",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJz-b3u8622YgRe3JaIiAaOqQ
Cadisa Inc. Miami Property Management Condo HOA,Miami,Florida,FL,33145,Property management company,Property management company,"Property management company, Condominium complex, Property maintenance, Real estate consultant",OPERATIONAL,+13058602935,http://www.cadisainc.com,"2050 Coral Wy #402, Miami, FL 33145",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJN8ixNFK22YgRCbZi6YZbsaA
Century Wholesale,Miami,Florida,FL,33144,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Building materials store, Door shop, Door supplier, Hardware store, Millwork shop, Window supplier",OPERATIONAL,+13052614731,https://centurywholesale.us,"901 SW 69th Ave Main Suite, Miami, FL 33144",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJjb8gVUy42YgRLBv8QBvklK4
Constructstar,Miami,Florida,FL,33132,Remodeler,Remodeler,"Remodeler, Air conditioning contractor, Bathroom remodeler, Construction company, General contractor, Kitchen remodeler, Painting, Roofing contractor, Window installation service",OPERATIONAL,+13059304810,https://constructstar.com,"133 NE 2nd Ave Unit UPH17, Miami, FL 33132",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ2_qAR8W32YgR_KVIinSEDOo
Decorator's Plumbing,Miami,Florida,FL,33137,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Furniture store, Hardware store, Home improvement store",OPERATIONAL,+13055760022,http://www.decoratorsplumbing.com,"3612 NE 2nd Ave, Miami, FL 33137",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJUekz1VCx2YgR_eOwoR0mntw
Express Mold Removal Miami,Miami,Florida,FL,33142,Water damage restoration service,Water damage restoration service,Water damage restoration service,OPERATIONAL,+13055644199,http://expressmoldremovalmiami.com,"3275 NW 37th St, Miami, FL 33142",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJw5jwxtCx2YgRfv9Za1sqdnI
G P G Plumbing Service Company,Miami,Florida,FL,33125,Plumber,Plumber,"Plumber, Plumbing supply store",OPERATIONAL,,,"2121 NW 13th St, Miami, FL 33125",true,false,false,true,true,excluded,missing phone,,ChIJEzqir9-22YgRuDkSY64_twU
Guillen's Plumbing Supply,Miami,Florida,FL,33174,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+13052267855,https://www.guillensplumbingshowroom.com,"11040 W Flagler St, Miami, FL 33174",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ6zI8Pii_2YgRJavShhWcnx0
Handyman - Handyvip.Com,Miami,Florida,FL,33142,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,"Handyman/Handywoman/Handyperson, Remodeler",OPERATIONAL,+17869563413,http://www.handyvip.com,"3586 NW 41st St, Miami, FL 33142",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJX2JN6CPVea8RceuClULFI0U
J.N.L. Plumbing Corp.,Miami,Florida,FL,33166,Plumber,Plumber,Plumber,OPERATIONAL,,,"7010 NW 52nd St, Miami, FL 33166",true,false,false,false,false,excluded,missing phone,,ChIJzSI740K42YgRU-LdVKKuq-g
Lion Plumbing Supply Inc,Miami,Florida,FL,33168,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+19547644882,,"14400 NW 7th Ave, Miami, FL 33168",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJuRtcTyKu2YgRUQi7xeqhhdk
Miami Riches,Miami,Florida,FL,33129,Property management company,Property management company,Property management company,OPERATIONAL,+13056003198,http://www.miamiriches.com,"2730 SW 3rd Ave Suite 301, Miami, FL 33129",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJKcgQ9cy32YgRHEq8-mu93Bo
Peter's Plumbing Inc,Miami,Florida,FL,33157,Plumber,Plumber,Plumber,CLOSED_TEMPORARILY,+13052165107,https://www.peters-plumbing-inc.com,"10650 SW 186th St, Miami, FL 33157",true,true,true,false,false,excluded,business status: CLOSED_TEMPORARILY,,ChIJex8LmG3B2YgR8F318HYexz4
Plumbing Contractors Association Apprenticeship Program,Miami,Florida,FL,33155,Trade school,Trade school,"Trade school, Educational testing service, Preparatory school",OPERATIONAL,+13056629671,http://www.pcamiami.com,"7204 SW 48th St, Miami, FL 33155",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJe1KwP1C52YgRAcJIhQRbbLE
Preferred Plumbing Supply,Miami,Florida,FL,33127,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+17869558003,http://www.pplumbingsupply.com,"5130 NW 7th Ave, Miami, FL 33127",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJn0l-61yx2YgRt-RTAuhg0Xc
Revive,Miami,Florida,FL,33131,Water damage restoration service,Water damage restoration service,Water damage restoration service,OPERATIONAL,+17867237750,https://www.revivewaterdamagerestoration.com/miami-fl,"848 Brickell Ave PH-5, Miami, FL 33131",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJLy0mffW32YgRk3pQhjZB47s
Stern Brothers Plumbing Supply,Miami,Florida,FL,33165,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+13055520921,http://sternbrothersplumbingsupply.com,"8920 SW 40th St, Miami, FL 33165",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJW2Mhcpe42YgR38-Vr0tPMfk
SWCORP,Miami,Florida,FL,33142,Home improvement store,Home improvement store,Home improvement store,OPERATIONAL,+18665888008,https://swcorp.com,"5701 NW 35th Ave, Miami, FL 33142",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJv8O-hRGx2YgRDta4wIHVqkk
Tuma Plumbing Supply,Miami,Florida,FL,33155,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store",OPERATIONAL,+13052616666,,"4954 SW 75th Ave, Miami, FL 33155",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJo7-yoH642YgROPRcacnfDZw
"Allston Contractors, Inc.",Allston,Massachusetts,MA,2134,General contractor,General contractor,"General contractor, Construction company",OPERATIONAL,+16172025092,http://www.allstoncontractors.com,"119 Braintree St # 302, Allston, MA 02134",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJH89aj49544kRx7PqVU5eXmQ
KOHLER Store by Supply New England,Boston,Massachusetts,MA,2210,Bathroom supply store,Bathroom supply store,"Bathroom supply store, Bathroom remodeler, Home improvement store, Kitchen remodeler, Kitchen supply store, Plumbing supply store, Tile store",OPERATIONAL,+16172020068,https://www.kohler.com/en/locations/massachusetts/boston/kohler-signature-store-by-supply-new-england,"7 Tide St, Boston, MA 02210",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJkz13QZ5644kRJhd8Ikl7xYE
Presidential HVAC,Boston,Massachusetts,MA,2109,HVAC contractor,HVAC contractor,"HVAC contractor, Electrician, Heating contractor",OPERATIONAL,+18578951220,https://www.peboston.com,"31 Milk St, Boston, MA 02109",true,true,true,true,true,excluded,not a plumbing service candidate,,ChIJJ5ZFhYNw44kRUL0AEila7sM
Ferguson Plumbing Supply,Brighton,Massachusetts,MA,2135,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Bathroom supply store, Hardware store, Home improvement store, Industrial equipment supplier, Insulation contractor, Safety equipment supplier, Wholesaler",OPERATIONAL,+16175625146,https://www.ferguson.com/store/ma/brighton/plumbingpvf-1170%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Drt_lis_listingtraffic%26utm_content%3Dlisting,"121 N Beacon St, Brighton, MA 02135",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJK15s38x544kRekRaawo1Rjw
Doran Mechanical,Brookline,Massachusetts,MA,2445,Mechanical contractor,Mechanical contractor,Mechanical contractor,OPERATIONAL,+16172779741,,"94 Beaconsfield Rd, Brookline, MA 02445",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJHS8YeK5544kRxlyexuZbTCI
Republic Plumbing Supply Co,Brookline,Massachusetts,MA,2446,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store",OPERATIONAL,+16175662010,http://www.republicsupplyco.com,"39 Aspinwall Ave, Brookline, MA 02446",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJKZqctZd544kRX3WO4GYwkvg
A Hohmann & Co Inc,Dorchester,Massachusetts,MA,2125,Heating contractor,Heating contractor,Heating contractor,OPERATIONAL,+16172824300,http://www.hohmannoilandplumbing.com,"1146 Dorchester Ave, Dorchester, MA 02125",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJN1sJX6x744kRnhwFO_Eto7E
Ace Plumbing Supply,Dorchester,Massachusetts,MA,2125,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+16174360213,,"1180 Massachusetts Ave, Dorchester, MA 02125",true,true,false,false,false,excluded,not a plumbing service candidate,,ChIJQxQXnU9644kRqVsbLUhWWEg
